"","ad1","ad2","ad3","egg1","egg2","juv1","juv2","met1","met2","met3","nej_1h1","nej_1h23","nej_24h1","nej_24h2","nej_3h1","nej_3h2"
"rnd-1_family-11#Unknown",435.494617436707,346.120002389265,435.821048144247,321.563070031256,307.204531731691,184.310206007857,349.762216145048,357.242165727515,205.118109173975,202.813532111976,320.806451894067,261.596058994469,257.423732933819,290.612625744229,234.667293796805,284.370865161606
"rnd-1_family-110#Unknown",117.297752576268,134.085912597646,164.406471402583,174.681000466608,146.587886302805,230.827350278449,167.550079550057,204.197205923352,186.607957735258,201.890142209829,228.492063774147,253.433679800909,263.638139240234,239.156811905206,180.573834504216,281.663275213751
"rnd-1_family-111#LINE/Penelope",208.564731333851,228.792409827635,203.710573825431,222.376978130183,249.607694785573,236.480208277696,232.803688817352,291.492190344578,299.88615402188,334.588056100641,282.599942644851,381.338004630353,463.546960711016,451.722748130369,323.015973464946,319.650453178633
"rnd-1_family-112#LINE/Penelope",447.069618030114,427.063021941178,405.522013805234,451.245168959923,903.40851500005,547.296353593388,487.271303912728,776.2294465291,634.409971780092,775.135149759698,767.579256962085,735.565096674552,1061.90244793124,1052.06927752946,658.256561423997,793.107711300701
"rnd-1_family-113#Unknown",93.6073457649769,128.995753436318,226.0423260573,57.0488986721268,91.9713237787796,122.497812930664,93.7786025630423,64.9926399842315,79.7936256052737,89.2265920416723,54.0956255924111,67.5352805528111,83.0010408333696,64.9591519364732,67.4286762500831,97.1399272945631
"rnd-1_family-114#LINE/RTE-BovB",453.474118147471,321.040088791385,235.116899597073,490.415552914992,312.635891692869,504.984573433537,364.600461525335,325.912552814668,300.731774959536,367.810255875186,195.022675187775,416.876418633046,252.235799450695,246.963105327705,252.080973303593,295.186967796491
"rnd-1_family-115#Unknown",6787.66625346979,14674.2263731182,14559.9880189746,9161.44868716331,8306.82708023408,7470.45112081536,13589.1394727923,8870.9515310845,10500.1524923465,8798.42921107285,5510.35507829217,8257.35277176938,7917.62249044529,7228.56286234227,8088.69142383428,6075.65875463994
"rnd-1_family-116#Unknown",572.328486928802,310.065554666272,293.1878582806,588.284103127995,410.089183951309,819.467138507205,446.595482469017,1008.24350823234,774.342716671707,1231.45293541278,806.613532538362,1136.6691039141,550.115172680326,573.019589294998,422.315003247148,652.275533956523
"rnd-1_family-117#LINE",148.134453388834,238.070051990932,177.266675816441,579.165757576944,442.616851821066,155.996523223139,116.082648624518,347.481508228039,343.764941997826,225.791241406988,407.596904518806,327.571493986395,794.367561086071,761.002162441896,303.838976654762,195.252205435241
"rnd-1_family-118#Unknown",188.22244602599,345.18354382909,374.839205600637,262.673626667628,311.599857120527,431.063718091368,387.700139164975,563.947943805704,544.541417620509,579.479239793599,504.83053431422,565.390312753939,349.500851219021,355.43656696349,430.642801620859,489.738610225882
"rnd-1_family-119#Unknown",45.1774967068114,303.395302063794,495.560619828558,386.222092318669,244.175227227269,170.071511825225,269.278576631752,112.774614738259,114.010271274909,27.2364708755798,154.087488314597,139.736840381085,187.632426173966,224.076932568996,41.8796469338606,86.4025698055463
"rnd-1_family-12#LINE/RTE-BovB",1434.11567990667,1513.96702123823,1181.39349815839,1943.0503697826,1540.63387324763,2420.64024854999,1900.93652097229,2386.88434708959,2193.50545406561,2749.28281085689,1663.15776479444,2463.6744869987,1322.77349476472,1227.73189454686,1551.162133074,1989.81058235973
"rnd-1_family-120#LINE/L1-DRE",164.660665867722,162.835059524191,43.3509643128069,97.6915172407438,219.964949832971,141.416866091084,93.7065098520902,124.680305358655,122.496716009085,169.698734620124,57.9154240551006,127.263104674604,80.2059411667039,60.5355003799296,93.3725237042899,189.003342793497
"rnd-1_family-121#LINE/CR1",123.375397032554,216.6644161909,218.117213830715,181.82351145872,84.1243484664629,417.856088031734,343.140443097675,171.482507953557,166.021287808919,208.039515774371,145.830234153048,216.384394318229,132.669299910666,127.388896181868,101.464417475266,235.215136372401
"rnd-1_family-122#LINE/L2",59.7764883580298,33.8202179815003,36.0513459558689,50.5386345331211,54.2474494395017,79.7196538251408,67.0464793832918,34.9319213920792,30.599291006671,31.6817356846786,36.2103972861479,29.0015887096487,29.92621450168,39.2344973850133,11.3134979896317,25.7094974279597
"rnd-1_family-123#LTR/Gypsy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rnd-1_family-124#Unknown",274.481110791198,76.5589600604633,165.277761030605,80.0097374069515,58.1830828702486,87.871847852872,100.480931428901,110.177350967459,218.872225058237,114.710467629861,130.148452341507,135.935422903098,130.044000399497,139.886531514713,161.639694327478,173.077023015491
"rnd-1_family-125#Unknown",89.788585581213,105.853821975247,53.0184111935729,113.706690903164,118.412657582332,224.355193991576,104.705437545308,125.846232703916,116.44321374473,81.8592792269321,139.971216548565,84.2684701974841,148.269330636986,154.729072244325,196.774789354094,179.618796238018
"rnd-1_family-126#LINE/CR1",75.758731234461,230.452724415099,221.288604905235,114.289170943572,62.8413040202943,299.75211210089,312.391227066662,110.983897450964,119.099646477789,128.453067770609,83.0492908663858,127.493903677953,84.6436647079961,71.7246370269335,71.3719539380207,127.593321361569
"rnd-1_family-127#LINE/L2",455.708449320547,947.419854669312,1250.96031461905,412.312730163432,336.190237850768,1326.16131041674,940.939934241275,622.194637853076,656.137620475817,583.393050592559,819.711078981064,512.42001622644,1478.03928507618,1485.56581391128,911.676518848334,1297.64099380857
"rnd-1_family-128#Unknown",68.7709363127702,112.181919944627,57.0709553035568,147.84163914071,121.68352943511,110.920206129327,87.937207618036,112.750741711443,97.905274495893,118.616794172434,120.484144644812,85.7170563717663,157.819481388346,119.45163866168,115.641694698568,144.876853260349
"rnd-1_family-129#Unknown",31.2403001436457,51.8619037025564,36.3463747150171,65.9591315655506,71.353400227379,59.9437469666556,40.6476088087265,122.148815374723,91.7750002410123,103.06196348456,154.286545139231,113.444771505066,134.303387661912,115.493439385423,153.444148873947,138.256414123237
"rnd-1_family-13#LTR/Pao",234.402957623121,144.911523479314,131.677098851232,352.384138924025,231.60465779806,133.966803799091,192.520263405009,208.802749021227,193.403940999869,194.80330216412,213.129426361721,222.099337827799,240.913937104845,267.880202222475,296.158194554242,191.02171353601
"rnd-1_family-130#Unknown",195.827100429983,285.149192971964,189.791597676412,153.46077990252,297.976229888877,477.034774482149,426.258519385921,810.576038489753,463.335812781244,661.150257795098,678.555797619766,604.226058787797,700.192855323724,613.713588236548,293.070783456789,326.865943707746
"rnd-1_family-131#Unknown",1342.43509816679,396.099301595441,963.581253375698,191.155695199747,264.816648848364,459.175184934091,565.656098941139,446.908465593406,535.167580270098,423.535559954886,628.457747935793,428.469392927836,718.583369953245,620.710279391029,430.877477332231,471.757690331406
"rnd-1_family-132#LINE/CR1-Zenon",351.131584161802,277.324195360387,174.649526822116,485.047399303275,398.830277051545,444.340941845855,388.582454206889,943.429837473716,698.544351191566,970.303379130887,1039.36214646257,1062.4580194409,672.523907221885,633.926253177419,442.135531467529,433.260261182192
"rnd-1_family-133#Unknown",55.1130812078736,123.619530658771,232.398317340706,226.119852772555,73.8469786835968,430.817115291735,325.499521175742,171.280954659058,182.436940158562,140.019274351123,111.362412262848,59.1346701624774,153.923072015598,236.99912129521,126.562724202424,186.702377397744
"rnd-1_family-134#Unknown",366.91570269421,115.486527803504,329.759417396876,337.255384439473,84.444533344027,140.996612166479,392.224521098191,52.5643621912846,40.9920285651444,129.923699444942,38.3658598771941,80.3518150414684,35.5622935582767,140.573254972476,75.2925964361945,41.6386699851019
"rnd-1_family-135#Unknown",345.60719443827,429.174088051012,366.763655284272,408.466174091902,614.762171037823,667.455487346922,459.203633711751,474.135247326055,517.562840152836,535.517084896665,564.266735202523,522.556973484843,572.888843206997,543.199850313352,496.418083180641,485.162323329102
"rnd-1_family-136#Unknown",1533.93493409927,355.390768152562,479.217525436837,849.336016938,755.322219756176,793.342375812383,926.581810529923,933.106777742602,1140.3249331464,1136.8600938388,854.943843727154,1092.40836990341,856.766853306767,881.042002004481,998.513961568552,1859.30553973844
"rnd-1_family-137#LINE/Penelope",304.117601014655,479.370427540646,925.062741211584,633.745491559373,890.659034746801,282.170334406803,209.264460968302,398.53420699129,280.225181181296,293.309400561058,368.566750926459,277.887564739757,368.630785098111,337.85120350443,467.98347380571,428.9665004137
"rnd-1_family-138#LINE/CR1-Zenon",639.202298062213,454.329348209369,236.049253599601,664.951230000612,650.051572442231,723.633646877644,590.219325258745,2210.0264455249,1581.12873649639,2152.34639050598,1968.46682163976,2356.91363785985,1589.51891775271,1521.26675373351,994.796039933109,1173.41518750159
"rnd-1_family-139#LINE/CR1",90.8129876893398,76.2698147048171,35.0038409355118,56.9045162008006,65.0858972403242,173.018002127423,48.243829749132,87.0285223145052,74.1824823578515,59.6682637752749,83.7530133749822,70.7012369419695,101.803389894961,103.599462128369,153.269285467388,134.194955504034
