"","ad1","ad2","ad3","egg1","egg2","juv1","juv2","met1","met2","met3","nej_1h1","nej_1h23","nej_24h1","nej_24h2","nej_3h1","nej_3h2"
"rnd-1_family-448#Unknown",48.2135769017589,46.7240082010032,21.363165748674,19.3334073739488,29.7177705225836,217.794447159523,139.517551606708,13.2120043982482,3.93757574099997,2.51332509324772,8.61803742897669,5.01502872501599,21.8589757890586,26.3007682169272,20.2087339344023,13.3601825694494
"rnd-1_family-449#Unknown",254.793446396738,500.572573683246,252.531537073087,182.562242088158,327.840451098643,193.399231974026,224.861462861122,242.773655134327,188.386464614436,215.113159910356,157.79645967149,310.850587946882,102.805269506891,163.346632893188,136.445321134284,156.48178093991
"rnd-1_family-45#Unknown",2303.78088115354,4389.16334971754,3428.24533502083,2810.63249725766,2535.44121842643,5616.98357283784,4894.82236257704,5934.65468756609,4110.95516659611,5207.90093006424,5102.44286570517,3828.97848860713,3221.71548538114,3793.27084475977,2896.18285223308,3180.62075876779
"rnd-1_family-450#Unknown",0,0,0,0,0,47.8486028074245,0,0,0,24.0533123833248,0,0,0,53.5069896474473,28.0316114555469,103.033921886576
"rnd-1_family-451#LTR/Gypsy",114.063731261968,117.932826621812,169.095037231195,78.4349677109723,67.6253787130942,136.698376180581,83.6692737049208,250.365058307655,276.043755291191,239.724527570252,209.133786387113,223.832844993956,254.577511294743,200.303397102838,105.337572938349,108.959586095205
"rnd-1_family-452#DNA/TcMar-ISRm11",139.159412207775,109.839870872706,139.672756966942,56.4365962081227,113.946494618566,81.67572238138,97.6403159815545,89.1953493760391,187.573611450426,151.740948911188,139.545350789294,137.548528328632,155.952292201611,110.038551211829,97.7779141294122,97.5788232210723
"rnd-1_family-453#LINE/CR1",56.8310823900496,121.924441815953,32.1773999283038,117.354794156286,27.5543304064396,44.8260303326989,132.559026257109,78.4641319472438,0,0,0,0,52.687481411431,0,0,32.0622453254803
"rnd-1_family-454#Unknown",103.894406151548,258.284490195014,143.577101232479,267.684889157388,556.405418016598,359.492339640941,758.641450537386,2806.94989633137,1704.15420061596,1514.93295411968,1471.68316576044,1283.12920023409,378.330032691051,586.017337756848,58.6493918353986,363.568496460116
"rnd-1_family-455#Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rnd-1_family-456#LINE/CR1",37.9008301582029,13.1903528070122,11.7886606956206,43.7986484386216,16.6432110273553,17.2516060268848,14.2130933434915,41.1830956534472,21.9390689062467,10.8780390583163,37.5019747411728,19.2022183478296,14.5747403452635,48.4179410762324,39.7652670428808,9.094777549121
"rnd-1_family-457#LTR/Gypsy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rnd-1_family-458#Unknown",42.4022116849168,0,0,0,39.3012209980617,87.814235475676,24.2206525130785,0,19.4911369006325,9.39449953899799,0,0,26.9339749483974,26.0712539447918,50.7638422784485,17.9643441664952
"rnd-1_family-459#Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rnd-1_family-46#Unknown",500.326707156168,193.536936841688,2661.42462392042,408.12789122708,512.683648601823,142.761006704635,741.461905242832,1647.55294918542,1364.50281805681,1291.92192334386,3195.03498195691,1671.45108048998,2089.0992882452,2108.30441575777,1358.10177093979,930.050271759249
"rnd-1_family-460#Unknown",140.284131568702,103.996753427669,146.354256628719,121.211706412909,88.2525271372093,207.041890073328,164.752438233848,191.228454969489,174.749343473072,195.578277149022,197.129575180206,172.799556030167,96.186245418894,130.560979430553,78.4690896884356,95.169127960707
"rnd-1_family-461#LINE/RTE-BovB",783.298571387169,952.026831542133,389.668202666671,967.593625140885,843.655249529547,1058.31395749334,800.640790635423,957.718875197525,741.284743960497,1149.76046829553,624.224731392507,1012.98820983653,437.737757341933,426.971711367156,352.285544741428,368.474681696299
"rnd-1_family-462#Unknown",1554.55597312759,848.600639331303,671.556845590283,803.657206794539,1269.4773962948,849.148892237969,863.36649996366,1072.19192393451,1115.49932779975,789.819000140246,1660.81872587185,934.029235355172,1577.28203368856,1464.36736547481,1106.17541483973,779.169999721087
"rnd-1_family-463#DNA/CMC-EnSpm",841.95866503179,342.846256439298,496.818213944069,513.045201705087,530.753176051766,910.36786993058,330.957160505548,451.130529527753,525.883491093717,416.642249063351,384.710508356377,431.496594436923,431.177525652487,385.591340679772,408.76165685924,567.691663478621
"rnd-1_family-464#LINE/CR1",46.2146415957919,82.4148936969026,107.483730755516,59.4262674084792,26.909552981358,120.695949108016,155.966684774455,9.83786746678259,9.48450325791885,9.2273420173002,5.20534791607113,9.59168296680682,6.18169284219488,8.99939988413144,9.00983958470615,8.35636280728678
"rnd-1_family-465#Unknown",144.09909388885,189.678537246858,144.752585770569,1076.15479247522,529.126820063189,70.0950702100018,237.490879851873,123.833741530966,215.893931497963,90.230384320443,356.315470348766,114.625074955935,157.033036392679,258.73910789262,96.2449674205678,112.48095737538
"rnd-1_family-466#Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rnd-1_family-467#LTR/Gypsy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3639733439432,5.40369886408735
"rnd-1_family-468#Unknown",566.881785420477,308.320929527014,1130.04130761318,341.487450682895,441.685774387159,469.198652901487,562.192211929473,1509.10083337984,1741.19520951604,1491.3084509834,1184.66919646231,1297.43271441025,1150.73624209348,1123.94468745356,1075.64964558482,1137.41283235247
"rnd-1_family-469#Unknown",0,13.6634241502411,0,0,24.8348303758542,16.372118100465,21.608685669436,17.8924738562044,0,0,78.0837288369464,0,96.6711819638345,47.5551570244401,0,0
"rnd-1_family-47#LINE/CR1",671.558240945784,720.57188949652,645.215922223123,1308.03790218376,867.063586385331,879.912927490493,822.272589360312,793.90123162988,714.131706222948,848.467365481239,565.288984570579,875.288321522256,729.941101162359,677.067379388172,1034.61711857234,871.482101038774
"rnd-1_family-470#Unknown",94.0063267526828,121.159551739457,130.203626259888,102.331041533268,118.183401945084,215.258217667419,160.212689804803,51.0192500411326,149.786792936861,90.9506886801688,236.329480105574,117.155701178607,216.899038938035,212.434224820443,61.4284053604496,215.7312023481
"rnd-1_family-471#Unknown",2286.01785932443,1231.81566536657,2729.76381756577,3154.4945299287,7930.84534469738,1378.15649645517,1078.83992940437,2452.9101580938,3475.14029090782,2732.9658265436,2705.05901271966,2302.37880925036,4405.34422629925,4542.40231858033,3876.29986611022,3000.87100436271
"rnd-1_family-472#DNA/TcMar-Tc1",330.415679054312,103.329140725699,246.922028866199,123.887278661997,106.021308471258,233.97479481702,271.521041436164,136.133684763459,189.496375816448,237.631922077887,188.736112684896,199.192873682646,363.040313493124,280.085716496957,275.700673942133,350.265374096707
